a tesni dobre? netečie? ani po prevrátení?,Quality
Noo ta mikina je krasna.ale ma chybičky krasy. Na kazdom jednom kuse bolo pri oboch vreckach perom popisane! Vzdala som hladanie.predajna senec,Quality
"S mamou sme skonstatovali, ze je to asi este z vyrobne kde si experti takto viditelne poznacili,kam nasit vrecka😂. Každopádne mikina je krasna a skusim pozriet aj u nas doma. Vsetko dobre.",Quality
"Rada Dara Šarkoziova  ked vyskusate dajte vediet, bo sa mi velmi pacia ale mam skusenost ze taketo lacne termohrnceky mi stale obleju vsetky veci v kabelke😀",Quality
"leginy sú krásne, žiaľ srdiecka na kolenách sa nám po prvom praní olúpali 😐",Quality
"Dobrý deň ten svietnik sme si dnes chceli kúpiť ale bol taký zničený,že bol podľa môjho názoru nepredajný. 😥😥",Quality
My sme ho chceli kúpiť a ten vrch mal odtrhnutý a bol dosť zničený a druhý bohužiaľ už nemali.,Quality
Zuzana Šurinová tento rok praveze maju...aj oteplovaky aj lyziarske bundicky...neviem v akej kvalite ale fakt maju tento rok,Quality
"Škoda, že v letáku to oblečenie vyzerá celkom fajn a v reáli v obchode väčšinou príšerne - hrozná kvalita materiálu, krivo ušité, trčia nitky..",Quality
Mária Kniezová Pivarčiová presne tak v realite je to väčšinou otras,Quality
Nikdy viac nekúpim synovi darček  uvas pod stromček  .Kupila som auto dráhu maly si rozbalil darček auto drahá vôbec nešla absolútne len žiaľ som stratila blocek išla hned spet žiadny záujem aspoň vymenit za fungujúcu auto dráhu ani len ju dat opravit nic len odpoveď bola jasná nemate blocek tak dovidenia nikdy viac .....,Quality
Ja co kupim v pepku je vsetko po vyprati derave 😓,Quality
Hela Sádovská Mne sa zas trhajú vetrovky. Jednu som zašila. To ani nie je vidno. Ale tá druhá... No neviem. Asi pôjdem reklamovať :/,Quality
Tepláky sú krásne ale raz ich mal maly v škôlke a hneď tá nazehlovacka riadne ošúchana čo je strašne mínus...lepšie by boli iba čisté bez tých nazehlovaciek na kolienkach inak chválim že tieto krásne veci sú aj v 134 veľkosti takže super,Quality
"Mne sa body hned po prvom oprati roztrhlo a to bolo prane na odporucanych 30°C. Takisto viac nekupim, nebudem kupovat veci na jedno pouzitie.",Quality
"A najlepsie ked to potom operiete a zrazu to je aj o dve cisla mensie alebo opacne velka handra roztahana (pri nizkej teplote) velmi pekne veci,nieco sa oplati kupit no ja bodycka a tricka vobec nekupujem uz v pepco..",Quality
"Vyrobene , z pomletych plastovych fliaš😂",Quality
"ja som vcera bola pozriet bluzky , ale to bol hrozny material.pepco milujem mam odtial vela veci ale toto sa nepodarilo",Quality
Tie saty su velmi pekne strihovo a ale je to cista umelina ...vcera som ich pozerala,Quality
Pekne su ale nic viac,Quality
"Marcela Vitusová No, je pravda ze niekedy je hrozny material 🙂 Niektore sa vydaria, mam ich z Pepca celkom dost 🙂",Quality
"Dobrý deň, čo ak sa mi kufrík Minnie Mouse neušiel? Bude ešte dostupný?",Unavailability of products
Dnes som bola v predajní a vôbec nemali tie závesy do sprchy budu až po akcii,Unavailability of products
Dneska  sme tam boli  anemali ste tam tu súpravu,Unavailability of products
Este to je aktualne lebo ked davate na fb a idem do pp tak uz nic nemaju,Unavailability of products
V liptovskom Mikuláši boli skladacie boxy vypredané. Dodáte ešte ďalšie?,Unavailability of products
dnes sme boli a nič také nemali :(,Unavailability of products
"Dobrý deň, Janulka. Všetky veci z foto sú v ponuke od 27.7., preto je možné, že v niektorých predajniach už môžu byť vypredané 😥 Čoskoro sa PEPCO zaplní novými, krásnymi vecami, preto veríme, že si vybriete z novej ponuky a spravíte radosť sebe alebo svojim blízkym 😉 Prajeme pekný deň. Tím PEPCO",Unavailability of products
To bude hned vypredane,Unavailability of products
"Michaela Dvořáková v PO zevraj boli, ale malo, hned sa vypredali :( aj ja stale chodim pozerat...",Unavailability of products
"Keby nemali, na aliexprese takych kupite od vymyslu sveta..",Unavailability of products
Prosím Vás tie tyrkysové svetielka budú aj v pepcu v LC v OC Galéria pretože zatiaľ som ich tam ani raz nevidela a dlho ich už hľadám :/,Unavailability of products
"V Humennom neboli chlapcenske, skoda no.",Unavailability of products
Odporucam doplnit v predajniach v Ba chlapcenske teplaky ( tie pekne s potlacou) a aj ine pohodlne uzsie gate vo velkostiach 98 a viac.Bola som vo viacerych predajniach a nemate ich.,Unavailability of products
Dobry naco sa to dava do letaku ked napriklad v Sali to ani nemali dakujem,Unavailability of products
Ja som.bola dnes ani.ich nedostali,Unavailability of products
Prosim Vas je to aktualne k tej stolicke sa neviem nikdy dopracovat bud ju na predajni vobec namali alebo bola prec este pred otvorenim.,Unavailability of products
Šaty dáte na letak a v obchode nie sú 😮,Unavailability of products
"Keby nejaké boli, dámske bundy absolútne nie sú na predajniach.",Unavailability of products
"Prosim, od kedy plati ponuka na tento plech? Zatiaľ ho nemajú v predajni...",Unavailability of products
"Prosím vás žienky aj ste vydeli, niekde ten tovar vianočný deky a podušky?? Napríklad HC? Ďakujem",Unavailability of products
Preco tovar ktory je v letaku nie je v tych danych dnoch bud vylozeny alebo doruceny na predajnu????,Unavailability of products
Aj my sme ho chceli už sa nám neušlo.,Unavailability of products
Dnes som bola uvas pepcu trebisove chcela som tie vianocne gule a vobec ich nemaju preco?,Unavailability of products
Nemate uz vianocne gule,Unavailability of products
Mne znama vravela ze su uz vypredane.. nechystas sa tam? ;),Unavailability of products
"Miroslava Mimi Borbély Dneska mi ho Peto kupoval, tak mozno este zajtra budu mat 😉 a ktoru by si chcela?",Unavailability of products
Miroslava Mimi Borbély Mirka maju aj v Zamkoch v tom novom Pepcu 🙂 ja uz svoj hrnček mam 😉,Unavailability of products
Najprv by museli byt zasobene pepco predajne a nie ze pridem a nic nie je .. predajna nula bodov  co sa tyka oblecenia  pre deti od 98-104 vyssie a  damske tiez  ja som este bundy   nepostrehla a uz ani nemaju a to som tam casto...,Unavailability of products
Tiez som.bola par krat na trucka a pyzama a velkosti vobec ak vobec bol tovar...🤨,Unavailability of products
Dobry deň. Chcem sa opýtať dostanú sa aj do predajní v Lučenci? Lebo tam nieje po nich chýru ani slychu.,Unavailability of products
V BS nie su mesiac ani kus,Unavailability of products
PEPCO Slovensko Tie deky sú hrubšie alebo tenké? ďakujem.,Unavailability of products
Su prosim dostupne aj v Prievidzi?,Unavailability of products
"Dobry den, no ja som bola dnes v predajni v Dunajskej strede a nic o nich nevedeli, tiez som mala o 2 zaujem a nic :(",Unavailability of products
keby ze ju maju aj revucej,Unavailability of products
Tiež som chcela a u nás nie sú ☹️,Unavailability of products
"Ja sice od veci napisem,no minule ste reklamovali ruksak tlapkovej patroli,vo zvolene ho jednoducho nebolo.....vas obchod inak mam velmi rada....",Unavailability of products
"Dakujem. Bola som v TN, ale to co som chcela, nemali.",Unavailability of products
mňa by zasa zaujímalo že ako je možné že v deň kedy naskladnia hneď vypredajú a viac to nik nezoženie ... už sa nám to neraz stalo a to su v NR dve pepca a v NZ taktiež no nikdy tam nieje to čo je v letáku vraj vždy sa to vypreda 🤔🤔,Unavailability of products
v našom Pepcu ani chýru po takýchto veciach :(,Unavailability of products
Len škoda že všetky pepca v okolí sú vyrabovane 🙈,Unavailability of products
Šak toto,Unavailability of products
Niektorí tovar čo tu ukazujete v Martine nenájdem 😔😏,Unavailability of products
Dnes som sa pýtala u nás v Piešťanoch na ten vláčik s kockami a povedali mi ze taký ani nemali....,Unavailability of products
len ci tam aj nieco bude teraz pred vianocami je to tam jak po vykradnutí.,Unavailability of products
"Dobrý deň, Evka, tovar do predajní priebežne dopĺňame, tak veríme, že nájdete tieto krásne dekorácie a rámiky aj vo vašom obchode :) Pekný deň, tím PEPCO",Unavailability of products
U nas nikdy nic nemaju co je tu pofotene..ale je to fakt krasne :),Unavailability of products
"Dobrý deň, ponuka na jenodtlivých predajniach sa môže líšiť, ale nový tovar je do predajní dodávaný, ponuka sa neustále dopĺňa a obmieňa, tak veríme, že ich nájdete ešte aj vo vašom obchode :) Pekný deň, tím PEPCO",Unavailability of products
PEPCO Slovensko u nás v Detve nieto nič😉,Unavailability of products
Ja sa chcem spýtať kedy sa to dostane do predajne v Galante. Lebo dnes o takom tovare predavačky ani nepočuli.,Unavailability of products
"Anna Oslejova Dobrý deň, mrzí nás, že ste nenašli tovar, ktorý ste hľadali. Našu ponuku neustále dopĺňame a meníme, tak dúfame, že krásne vecičky nájdete čoskoro v novej predjani na Myjave :) Pekný deň, tím PEPCO",Unavailability of products
"skoda,ze papiere na predajni zakaznik nenajde,su vypredane😔",Unavailability of products
u nás ani chýru,Unavailability of products
Od kedy su tie sobove pulovre? V TO vobec nic vcera,Unavailability of products
"Dnes sme boli a nič nemali prázdne regále, NOVÉ ZÁMKY",Unavailability of products
Katka Schneiderová no bola som včera v dvoch predajniach a v jednej o nich nevedeli a v druhej ich mali vraj cez Vianoce a sú vypredané,Unavailability of products
U nás pepco prázdne ako po vykradnuti.,Unavailability of products
Veď je prázdne Pepco,Unavailability of products
"V Bj nic nie je. Akoby končila predajňa. Kompetentny by sa mali zamysiet nad zasobovanim. Sme na vychode,za dverami su pravoslavne vianoce a tam uzasne nic. A nadovazok, zakaznici obviňuju predavacky. No ony su v tom nevinne,ak oblastny riaditel nezabezpeci tovar.",Unavailability of products
"Nechcem byt zla, ale darcekov bolo dost pred normalnymi Vianocami, jasne, ze teraz nie je uz nic, ked vsade su vypredaje teraz. :)",Unavailability of products
"Tak to snad nie, ked nie je tovar, nemozu byt ani trzby velke.",Unavailability of products
"Aj v Humennom Pepco ,prazdnota",Unavailability of products
Eva Repašanová aspoň 3ks ja som nenašla ziadne,Unavailability of products
dnes som bola v tn a nemali,Unavailability of products
"Ano, pacia sa, len keby boli aj na predajni a dali sa kupit....",Unavailability of products
Dobry den mne sa pacia tie hnede kosiky avsak v Holíči niesu a v Trenčine v Laugariciu mali len jeden,Unavailability of products
"Dobrý deň, dámy, Píšete nám, že detské pančuchy neviete v PEPCO nájsť. Je nám ľúto, že ste nenašli veľkosti, ktoré ste hľadali :( Aktuálne však je tovar v zľave, ktorej cieľom je dopredaj zimných pančúch a uvoľnenie miesta pre nový tovar. Veríme, že si vyberiete niečo iné, pekné z našej ponuky 😉 Prajeme pekný deň. Tím PEPCO",Unavailability of products
Tak ja som prehladala cely koš s pančuškami v pepcu a len 92/98!! A nič iné.....,Unavailability of products
zajtra hádam budete mať rifle,Unavailability of products
Piatok v Martine neboli. Kedy ich budú mať presne v ktorý deň?,Unavailability of products
No snad lebo pepco v PN velka slabotA :-(,Unavailability of products
"Zaujimalo by ma,preco ked dojdem do Pepca,mi povedia,ze pradlo z aktualneho letaku ani nedoslo. Trochu potom zavadzanie zakaznika,ked nieco reklamujete,ze to ma byt a na predajni mi povedia ze neni asi ani nebude",Unavailability of products
Petra Makišová ano su v sklade ja ich mam doma 4 kusi v kazdej farbe,Unavailability of products
Len u nas ho nemaju.,Unavailability of products
V Dubnici už nemajú 😢,Unavailability of products
Anna Tremkova tak to vám gratulujem.,Unavailability of products
"Dobrý deň Marika Vidňanská Čižmariková, o lampášik je veľký záujem a tak už v niektorých predajniach môže byť vypredaný. Našu ponuku však neustále obmieňame a dopĺňame a mávame rôzne druhy svietničkov, tak veríme, že si pri ďalšej návšteve nejaký pekný vyberiete :) Budeme sa tešiť. Tím PEPCO",Unavailability of products
Dnes sme boli v pepcu v Leviciach a tam sme sa pytala predavacky súpravy vôbec nedostali prečo??,Unavailability of products
Dobrý večer je tu prosím niekto kto videl v Pepco ešte túto policku?Veľmi by som ju chcela ale všade je vypradane😭,Unavailability of products
V Humennom pepco nič čo máte na nete,Unavailability of products
"Dobrý deň, Peťušik Noemi Lienocka Miklošková. Je nám veľmi ľúto, že ste na predajni nenašli tovar z nášho letáku. Distribúcia tovaru je riadená centrálne z Poľska a preto sa môže stať, že niektorý druh tovaru na predajni chýba. Intenzívne pracujeme na zlepšení a veríme, že sa nám podarí podobné situácie úplne eliminovať. Ďakujeme za porozumenie a prajeme pekný deň. Tím PEPCO",Unavailability of products
"Nekúpila som, taký nemali 😪",Unavailability of products
Teraz som bola v pepcu na a jednorožcovy vankúš a deku a predavačka povedala že to bola asi 2 týždne dozadu?!? Tak nerozumiem teraz,Unavailability of products
U nás v Zeliezovciach nie a ani doplnené,Unavailability of products
Ano to bola ponuka uz cca pred 2 týždňami. A hneď boli vypredané. Neviem koľko im priniesli ale dcerka veľmi plakala za vankusikom.,Unavailability of products
Tie podusky este niekde mate? Ani v HC ani v TT dakujem,Unavailability of products
"Chcela by som sa spýtať, či budú ešte niekedy v ponuke tieto koše na hračky, v NR predajni ich nemali v ponuke",Unavailability of products
malé podprsenky pre mňa -prečo nemávate 90 B,Offer of products
"este sa len chystam na dovolenku a hladat letne veci medzi vecami na jesen v polovici leta je smiesne...
mali by ste uz dat do ponuky vianocne ozdoby",Offer of products
Všade je tá Frozen.....och😂😒😟😞,Offer of products
PEPCO Slovensko no a inne nič 😃😄😅 napríklad kvietky motýle....len rozprávkových hrdinov,Offer of products
Neznasam Annu a Elzu🤔,Offer of products
"Dokedy ešte bude trvať ten Elzovy ošiaľ 😳. Všade a na všetkom. Človek už nič poriadne nenájde pre dievča kde nieje Elza, Hello Kitty ci Minnie mouse",Offer of products
Ta velka skolska taska je asi taka velka ze na maxim. branne cvicenie...u nas ich uz maju v pepcu vylozene...,Offer of products
Dobrý večer pre druháka určite by som neodporúčala. Ja mam oveľa staršie deti a ruksaky som brala skôr na príležitostné nosenie na výlety,Offer of products
moja miluje frozen len malo oblecenia je na vyber minnie je ovela viac,Offer of products
Ale daco pekne uz aj pre večie detičky 134 poprosime 😋😊😊,Offer of products
Skoda,Offer of products
Vsetko male cisla po 128cm my by sme lotrebovali uz 130,Offer of products
toto ani nahodou !,Offer of products
"Rada by som,ale obaja vnúčatá sú malé:(",Offer of products
Len škoda že nie väčšie čísla,Offer of products
"Dobrý deň,prosím Vás,tie vankúše oblaciky,su dostupne aj v ružovej farbe?vďaka",Offer of products
"Dobrý deň, Monika, je nám ľúto, oblačik teraz v ponuke nemáme. Ponuku pravidelne dopĺňame, jisto nájdete niečo iné, čo Vás zaujme. :) Pekný deň, tím PEPCO",Offer of products
A pre chlapcov budete mať tiež niečo ?,Offer of products
"Dobrý deň, Veronika Šranková Zeleňáková :) Pre chlapcov sú vzory so Spidermanom, Cars, pripadne bez aplikácií v chlapčenských farbách či už oblečenie, batohy alebo aj potreby do školy 😉 Určite si aj chapci vyberú :) Prajeme pekný deň.Tém PEPCO",Offer of products
To všade budete mat len elzu??? 🙄,Offer of products
"Dobrý deň, Monika. Príďte sa pozrieť do predajne PEPCO a presvečte sa, že máme aj iné motívy :) Nájdete aj myšku Minnie, jednorožcov, alebo jednoduché vzory s guličkami či hviezdičkami :) Veríme, že si vyberiete. Prajeme pekný deň. Tím PEPCO",Offer of products
Prečo nemáte častejšie v akcii veľkosť 120a viac???,Offer of products
"Dobry den velkost 98 .110
mate",Offer of products
"Tričká ešte sú farebné, no tepláky v inej farbe ako modrá, sivá, čierna som ešte nevidela. Škoda.",Offer of products
už by ste mohli mať podprsenky a vo vyššich čislach 🤔,Offer of products
"To nepoznate ine farby?pre chlapcov len modra,sivá,čierna ďesss 😣",Offer of products
Tričko už doma len škoda ze detské veľkosti sú len do 164.😪,Offer of products
Ja zas u nás neviem zohnať 85b . Väčšinou majú len veľké .,Offer of products
Tiez by som si priala oblecenie a spodne pradlo vo vacsich velkostiach na svete behaju aj moletky nie len vychrtliny!!! 😠😠😠,Offer of products
"Dobrý deň, dámy. Je nám ľúto, že vám prádlo v PEPCO nesedí :( Konfekcia v PEPCO je od S po XXL a registrujeme niekoľko podnetov od zákazníkov na dodávanie aj väčších čísiel. Plánovanie zásobovania je však dlhodobý proces, preto môže určitú dobu trvať, kým vám budeme môcť vyhovieť. Ďakujeme za porozumenie a prajeme pekný deň. Tím PEPCO",Offer of products
Skoda ze male cisla,Offer of products
"Nebudete mať niečo teplé ako tepláková súprava,mikina,zateplené nohavice, legíny... velkosti140 a viac...",Offer of products
PEPCO Slovensko no často chodíme k vám no vždy sú predajné plne kojeneckym oblečením......,Offer of products
Zišli by sa teenergerské veľkosti 170-176.,Offer of products
"Dost casto chodim do Pepca, ale pravdupovediac nemyslim si  zeby tam niekedy boli aj nejake lyziarske kolekcie :)",Offer of products
Do cisla 92 mate krasne oblecenie a vela ale od 98 vyssie nic moc. Ziaden overal malokedy svetrik alebo teplaky hlavna vec ze leginy mate skoro vsade -_-,Offer of products
Presne tak od 98 nic extra,Offer of products
Presne take oteplovacky by som rada vydela v ponuke c116,Offer of products
"Ano, to iste som si vsimla. Ani zimne bundicky nic moc...potrebujeme 104, z 92 by som vybrala...",Offer of products
Súhlasím do 92 sú pekné vecičky ale už väčšie nič moc preto už ani toľko nechodime nakupovať do pepca,Offer of products
"suhlasim..dcere som do roka a pol kupovala z Pepca stale krasne veci a teraz nie a nie najst 104 a vyssie nieco pekne..svetrik marne hladam,nohavice(nie rifle) tiez..skoda :(",Offer of products
A je nieco aj pre malinke 9-10 mesacne babatka?,Offer of products
"Dobry den Pepco:Roznava okolie velkosti od 140hore mame malo moznosti ☺️dakujem za pochopenie . Poprosim aj za zienky Velkost Xl, XXL. DAKUJEM ☺️🙃🤣.",Offer of products
"Naozaj pre malé deti vyber dobrý..ale pre dievčatá č.158/164 čistá katastrofa.žiadny výber..akoby deti v tom veku neboli.Ďakujem..
Poprad.",Offer of products
Presne.tak do 92 super.vysie nijaky vyber,Offer of products
A zase len po 128 veľkosť...🤔🤔😉😕prečo aj väčšie veľkosti nie sú farebne a pekné??,Offer of products
Potešila by som sa aj velkostiam 3xl či 50/52 😕,Offer of products
Vždy nakupujem u vás v ziarskom pepcu ale čo má prekvapuje nie a nie nájsť dupačky 92 overal chápem ale ze dupačky nie,Offer of products
4 rok majte 128,Offer of products
"Pane bože..tam malo chlapčenských,tam veľa dievcenskych ,tam krajšie tam zasa viac,tam majú toto a my nič 😂 sila..🤦‍♀️",Offer of products
"V Rimavskej Sobote je lepsi vyber veci  teda tovaru ako v Revucej.Na chlapcov je malo od velkosti 134.A farby len cierne,sivé o nicom............Na maleho 7 mesacneho je dost",Offer of products
Aké je číslovanie,Offer of products
Škoda že pre chlapcov nemáte v ponuke viacej krásnych veci.,Offer of products
Aj rimavskej pre dievcatkam na vyber ale pre chlapcekom malo a poslednom case aspon mne su dost male cisla mam chlapca dva a pol ma ale vyzera na tri a je velki a neviem nanho kupit male cisla,Offer of products
Renka Blond presne aj podla mna,Offer of products
PEPCO Slovensko u nás je zase viac chlapčenských stojanov 😂🤗,Offer of products
PEPCO Slovensko  dievčenské tričká s dlhým rukávom s veľ. 134 som nenašla nepamätám... Menšie áno super veľa a krásne ale väčšie nie však sú na to len 2 vešiaky. Na danú veľkosť.,Offer of products
"Dobrý deň, dámy. Ako vidíte, názory sú rôzne. Zásobovanie predajní nie je úplne rovnaké, preto sa môže stať, že niekde je viac chlapčenských vecí, inde zase viac dievčenských. Tieto situácie sú však dočasné a každý typ tovaru sa dostane do každej predjane, aj keď v inom čase 😉 Preto veríme, že sa Vám podarí pre Vaše detičky kúpiť v PEPCO všetko, čo potrebujú :) Ďakujeme za porozumenie a prajeme pekný deň. Tím PEPCO",Offer of products
Tak možno v iných  predajniach ako chodievam ja. Lebo 1 stojan s chlapcenskymi oproti 4 dievčenskym je slabota,Offer of products
Ja keď som chcela malej zateplene rifle alebo legíny no niečo teplejšie nič nemali... A na chlapčekov sa mi zdá ze viac maju😌,Offer of products
A hlavne škoda ze chýbajú veci veľ. 134 pre dievčatá... Aspoň v Nitre...,Offer of products
No tak podľa mna nie. Aj kvalitovo sú niektoré veci dievčenske kavalitnejsie ako pre chlapcov,Offer of products
Mne sa zase zdá ze pre chlapcov majú vždy krajšie veci😱,Offer of products
Presne 😕,Offer of products
"Bolo by super, keby ste začali predávť aj dámske takéto rozprávkové  pyžamá :)",Offer of products
Zase len malé veľkosťi...!!🤔🤔😤,Offer of products
prosím vád máťe aj chlapčenské čižmičky?Ďakujem.,Offer of products
Škoda že len male velkosti,Offer of products
"Nemajú, pekné veci maju len do 128",Offer of products
Pochybujem všade len do 128 a potom nič moc,Offer of products
Prečo nie sú aj väčšie 😥,Offer of products
Presne mohli by byť aj väčšie veľkosti,Offer of products
Presne tak stale len do 92,Offer of products
"Vianočné sú aj  väčšie čísla? 104,110?????",Offer of products
"Práve som sa chcela spýtať, či sú aj väčšie :D ďakujem za odpoveď, pôjdeme kuk :)",Offer of products
No veď to že šaty nie,Offer of products
Je ich velmi malo,Offer of products
"Uvitala by som aj velkost 128,134,164",Offer of products
"Alena Lelovičová Budeme sa tešiť na vašu návštevu, Alena :)",Offer of products
Dnes som bola rano a ZIADNE pyzamo pre chlapcov 122_128 nemali.,Offer of products
"Mončiči Pondelová Mrzí nás, že ste si u nás nevybrali oblečenie od veľkosti 134 cm. Našu ponuku neustále obmieňame a dopĺňame, tak veríme, že nabudúce si vyberiete aj vy z našej novej kolekcie oblečenia :) Pekný deň, tím PEPCO",Offer of products
Zase pre maličkých...😢😢😢chceme veľkosť 128 a viac🤣🤣🤣😘😘😘,Offer of products
"Dobrý deň, Evka, z tejto súpravičky veru väčšie čísla nie sú. Pre väčšie detičky máme v ponuke iné krásne kúsky, príďte sa pozrieť do predajne :) Malú ochutnávku našej ponuky sviatočného oblečenia pre inšpiráciu nájdete na našom webe: https://pepco.sk/vianoce/vianocna-moda/. Pekný deň, tím PEPCO",Offer of products
"Väčšie neniii, precoooo???",Offer of products
Aj 104 jesto dostať?,Offer of products
Ten s kapucnou je prosim naozaj len do 80 alebo najdem aj vatsie v obchodoch ???... 😉,Offer of products
"Škoda,že takéto šatôčky nie sú aj vo veľkostiach 134-140  či väčšie,😞",Offer of products
presne od veľkosti 134 je celkový výber oblečenia slabý :(,Offer of products
Škoda že nemáte väčšiu veľkosť,Offer of products
Ano mojko len maju velke cisla,Offer of products
PEPCO Slovensko bola som dnes a take supravy nieco podobne ako tuto nemaju :-),Offer of products
"Dobrý deň, v ponuke máme aj vecičky pre menšie detičky. Nie presne túto súpravu, ale rôžne iné kúsky, prídite sa pozrieť 🤩 Pekný deň, tím PEPCO",Offer of products
V aktuálnej ponuke? No tak u nás je pepco tak vyrabovane že vo veľkosti 128 a 134 pre chlapca nenájdem absolútne nič,Offer of products
skoda ze vacsie nie su..☹,Offer of products
"Prosím vás, tie červené dievčenské sú aj v menšom čísle?",Offer of products
Skôr na pohreb.,Offer of products
Krasne mikiny skoda ze ich nemate aj pre starsie dievcatka urcite by bol velky zaujem.,Offer of products
"škoda, že až také veľké legínky :(",Offer of products
Presne dievčenské oblečenie od 128 vyššie je veľmi malý výber :(,Offer of products
Aj v ke,Offer of products
Ano mate pravdu aj tu v BB su 3 obchody pepco a uz problem kupit 104.,Offer of products
"Veru tak, chlapčenské oblečenie bieda... 🙈",Offer of products
PEPCO Slovensko to nie ze zasobovane kazdy druhy den. Ale sortimentu vseobecne je malo 104 od narodenia po 92 vsetko ale ked potrebujem 104 tak malo vyberu a pre dievcata polka prednej predajne. Tak o com to je? A este musim brat malemu  kolko razy aj vacsie cislo lebo su to mensie vesici. Inaksie cislovanie Lepsie sa uz nakupuje v tescu a kiku a samozrejme lidl. Cakala som viac od pepca.,Offer of products
dufam ze v novom roku bude viac bytoveho doplnku a veci pre chlapcou a nie stale cely rok dookola to iste vacsie velkosti 110 140 dakujeme 💋,Offer of products
Prosim nebudete mať náhodou aj fit lopty?,Offer of products
a pre koho sa vztahuje ked nemate ani 128?,Offer of products
"Ja som chodila od novembra pozerat asi v 5-6pepco ( TT,BA,GA ) a nasla som AŽ 3ks pancuch vo velkosti 110/116 😞 vsade 92/98",Offer of products
Malokde dostat velkost 128.....vsade samá 98/104.,Offer of products
"Presne, este okolo 104 ako tak, ale nasa 5.5rocna nosi uz 134 a to uz nic pekne sa zohnat neda.",Offer of products
Peťo A Gabika asi som narocna no mne sa ani na dievca nepaci,Offer of products
Nad 104 nemajú už skoro nikde pekné veci ani v Tescu 😣 na dievčatá je vždy pekný výber horšie je to s chlapcami,Offer of products
"Dúhu už sprofanovali LGBTI, takže ju nemôžem ani vidieť",Offer of products
A nahodou boxy na pecivo mat nebudete?,Offer of products
Keby že aspoň majú veľkosť 110/116 všetko male cisla,Offer of products
